customer_id,age,gender,region,annual_income,tenure_months,purchase_frequency_per_month,avg_basket_value,total_spend_12m,recency_days,online_purchase_ratio,returns_rate,loyalty_member,email_open_rate,preferred_category,satisfaction_score
CUST10938,43,Male,West,28002.42,40,2.05,31.87,871.69,30,0.461,0.08,0,0.479,Apparel,7.2
CUST10939,27,Male,West,44507.21,1,3.58,60.0,2459.0,4,0.847,0.051,1,0.563,Apparel,8.84
CUST10940,42,Female,South,94014.56,60,7.95,143.15,13401.95,7,0.382,0.0,0,0.7,Groceries,7.91
CUST10941,26,Female,West,47424.92,33,1.58,24.93,534.95,1,0.937,0.131,1,0.586,Apparel,10.0
CUST10942,39,Male,East,89973.2,31,1.74,223.19,4155.18,65,0.152,0.111,0,0.466,Apparel,5.15
CUST10943,40,Male,South,61353.52,1,3.94,36.76,1794.89,39,0.513,0.164,1,0.511,Electronics,7.27
CUST10944,49,Female,West,32332.72,31,2.79,16.4,576.49,39,0.194,0.021,0,0.401,Sports & Outdoors,
CUST10945,32,Male,North,32527.4,30,3.75,11.65,557.24,33,0.433,0.063,0,0.642,Apparel,8.9
CUST10946,33,Male,South,32944.49,29,3.08,9.34,357.75,49,0.195,0.016,1,0.266,Apparel,6.63
CUST10947,41,Male,North,56865.42,32,3.53,46.86,2052.18,30,0.373,0.079,0,0.447,Beauty,6.75
CUST10948,43,Female,East,65036.36,2,4.68,59.91,3709.78,14,0.483,0.08,0,0.552,Groceries,9.0
CUST10949,26,Male,North,34207.4,36,11.15,44.04,5309.43,20,0.801,0.077,0,0.599,Apparel,6.69
CUST10950,19,Female,South,55806.16,55,1.39,205.69,3293.38,113,0.145,0.017,0,0.435,Electronics,7.55
CUST10951,42,Female,South,55744.45,27,1.94,215.23,5164.0,61,0.515,0.0,0,0.29,Home & Kitchen,7.54
CUST10952,44,Male,North,31717.65,33,2.68,7.26,222.95,29,0.306,0.04,0,0.236,Home & Kitchen,6.44
CUST10953,39,Male,Central,55323.02,32,4.29,57.24,3277.54,21,0.544,0.116,1,0.578,Home & Kitchen,8.98
CUST10954,24,Female,North,29214.48,31,9.64,55.22,6908.81,13,0.778,0.0,0,0.568,Sports & Outdoors,6.35
CUST10955,54,Female,South,108252.09,32,6.54,104.63,7289.59,6,0.697,0.028,0,0.641,Groceries,7.82
CUST10956,26,Female,Central,36751.73,20,4.11,38.54,2177.79,26,0.995,0.033,0,0.582,Home & Kitchen,8.89
CUST10957,24,Female,North,27363.0,38,3.33,19.36,874.49,26,0.263,0.095,1,0.399,Beauty,6.34
CUST10958,33,Female,West,24007.25,7,1.69,29.41,580.67,34,0.638,0.007,1,0.63,Apparel,8.52
CUST10959,38,Male,West,81940.54,27,1.95,211.13,4804.88,61,0.37,0.0,0,0.529,Groceries,8.53
CUST10960,33,Male,East,41129.15,5,2.3,20.06,563.05,42,0.211,0.089,0,0.441,Apparel,5.37
CUST10961,27,Female,Central,94385.07,39,1.38,189.91,3107.68,35,0.351,0.045,0,0.474,Electronics,7.67
CUST10962,43,Male,North,100590.07,68,5.8,147.32,10501.23,3,0.612,0.054,1,0.555,Groceries,6.71
CUST10963,43,Male,West,91217.2,22,6.62,149.44,13010.35,19,0.449,0.088,1,0.327,Electronics,9.93
CUST10964,40,Female,North,75548.13,55,5.97,164.41,12548.48,1,0.348,0.043,0,0.376,Apparel,5.38
CUST10965,43,Male,South,67273.32,47,9.59,85.02,11247.86,7,0.303,0.079,1,0.493,Home & Kitchen,8.17
CUST10966,43,Female,West,66363.68,28,2.48,154.66,4486.6,30,0.317,0.0,0,0.382,Beauty,9.17
CUST10967,47,Female,East,59372.24,32,10.73,165.35,19052.92,14,0.346,0.088,0,0.045,Electronics,7.65
CUST10968,22,Female,North,32175.54,17,7.59,42.01,3848.4,3,0.77,0.148,0,0.593,Apparel,7.69
CUST10969,28,Male,East,35186.8,37,6.22,69.53,5433.06,3,0.87,0.086,0,0.367,Beauty,8.99
CUST10970,40,Female,South,43131.01,16,0.57,318.11,2103.21,101,0.131,0.063,0,0.221,Sports & Outdoors,8.67
CUST10971,20,Female,North,45823.84,9,6.35,73.37,4828.97,21,0.668,0.049,0,0.515,Home & Kitchen,7.13
CUST10972,46,Female,East,48520.35,40,1.67,294.53,5882.17,88,0.142,0.021,0,0.411,Electronics,8.36
CUST10973,34,Female,Central,29831.39,46,3.27,26.6,1088.14,60,0.488,0.088,0,0.717,Groceries,6.96
CUST10974,26,Female,South,29761.93,22,2.37,5.0,131.49,46,0.698,0.062,0,0.463,Electronics,8.07
CUST10975,45,Female,West,98194.76,31,8.7,174.68,18923.41,10,0.641,0.153,0,0.605,Sports & Outdoors,6.32
CUST10976,35,Female,West,34105.74,25,7.18,36.02,3519.07,15,0.837,0.029,0,0.573,Home & Kitchen,8.42
CUST10977,39,Female,North,33931.62,16,0.66,8.48,70.34,28,0.333,0.092,0,0.45,Apparel,8.52
CUST10978,18,Non-binary,North,30523.48,25,7.5,44.97,4371.68,9,0.738,0.094,0,0.683,Sports & Outdoors,6.8
CUST10979,24,Female,East,31188.98,9,8.95,23.3,2507.09,9,0.78,0.046,1,0.538,Apparel,7.12
CUST10980,53,Male,South,105544.63,61,10.43,188.57,23564.6,2,0.455,0.047,1,0.457,Apparel,4.72
CUST10981,40,Female,Central,63053.95,11,1.79,286.15,5478.5,96,0.583,0.118,1,0.606,Apparel,7.51
CUST10982,47,Male,North,28752.91,42,3.18,24.65,922.86,61,0.44,0.113,0,0.227,Apparel,7.54
CUST10983,48,Male,Central,28181.61,24,0.66,28.64,246.74,55,0.433,0.069,0,0.409,Sports & Outdoors,6.54
CUST10984,67,Male,North,51167.74,43,1.29,163.87,2668.95,123,0.549,0.099,0,0.505,Sports & Outdoors,8.23
CUST10985,26,Female,West,33655.34,67,3.69,37.24,1796.7,2,0.792,0.072,0,0.398,Home & Kitchen,6.8
CUST10986,46,Female,North,72269.32,18,3.02,203.89,7580.06,95,0.351,0.031,0,0.303,Beauty,7.03
CUST10987,22,Male,South,45569.19,15,5.97,46.94,2923.25,16,0.787,0.12,0,0.623,Groceries,7.06
CUST10988,40,Female,Central,80451.25,56,7.09,176.53,15740.76,1,0.397,0.072,1,0.456,Electronics,6.93
CUST10989,31,Male,East,61887.36,30,4.59,57.36,2741.95,12,0.62,0.003,1,0.458,Groceries,
CUST10990,24,Male,South,55746.56,43,2.67,201.28,5853.24,60,0.276,0.126,1,0.349,Beauty,8.86
CUST10991,70,Female,West,69583.9,56,1.47,101.2,1732.93,53,0.202,0.037,0,0.245,Groceries,8.74
CUST10992,38,Female,South,84028.73,49,10.32,151.31,17999.87,7,0.527,0.0,1,0.373,Sports & Outdoors,9.81
CUST10993,27,Male,East,18125.5,51,4.69,79.76,4832.14,16,0.918,0.061,0,0.656,Groceries,6.93
CUST10994,35,Male,West,101452.23,24,5.95,140.48,9028.02,1,0.816,0.025,0,0.373,Groceries,5.93
CUST10995,26,Male,East,34095.67,30,0.58,16.44,100.98,47,0.611,0.045,0,0.45,Apparel,7.4
CUST10996,46,Male,East,64151.72,3,4.2,42.85,2371.14,27,0.362,0.0,1,0.458,Sports & Outdoors,9.63
CUST10997,49,Male,West,37018.29,25,1.53,9.23,182.71,29,0.376,0.128,1,0.513,Beauty,6.74
CUST10998,33,Female,North,41590.28,53,2.31,93.69,2563.94,13,0.451,0.0,0,0.263,Sports & Outdoors,7.2
CUST10999,26,Male,West,35350.39,41,1.99,45.89,959.75,12,0.813,0.098,0,0.577,Apparel,7.32
